Sample_ID,Temperature,DO,pH,Turbidity,BOD,Conductivity,Ammonia,Nitrate,Hardness,COD,CO2,Alkalinity,Activity_Level,No_of_Disease_Occurrences,Disease_Risk,Status
426,30.85,6.71,7.17,4.05,2.51,500.5,0.021,28.8,132.9,27.07,8.31,96.8,0.916,0,0.098,Healthy
427,30.93,5.02,7.59,1.34,3.79,383.2,0.03,22.11,130.3,17.8,5.96,79.7,0.751,0,0.081,Healthy
428,30.28,5.64,8.02,1.38,5.18,516.0,0.027,40.4,78.1,28.06,4.39,101.3,0.805,0,0.116,Healthy
429,26.71,6.5,7.53,3.31,3.05,533.5,0.033,25.42,103.7,23.1,5.08,107.6,0.709,0,0.097,Healthy
430,26.67,6.0,7.43,3.08,4.03,522.5,0.0,32.12,106.7,20.0,8.77,100.2,0.821,0,0.048,Healthy
431,29.45,5.62,7.7,2.9,3.32,522.2,0.047,30.83,76.8,5.0,6.78,112.7,0.81,0,0.119,Healthy
432,29.52,6.96,7.6,3.72,4.19,462.6,0.032,20.24,93.1,15.66,6.9,77.1,0.654,0,0.113,Healthy
433,28.4,6.77,7.47,1.53,4.67,406.2,0.022,27.82,96.4,32.9,11.72,116.9,0.729,0,0.069,Healthy
434,29.64,5.48,7.57,3.02,2.64,572.8,0.022,30.03,100.0,21.35,6.92,75.0,0.666,0,0.091,Healthy
435,28.57,5.96,7.47,2.97,3.46,496.6,0.042,29.86,106.1,27.49,9.07,119.1,0.732,0,0.104,Healthy
436,25.66,6.09,7.39,2.01,3.15,519.7,0.022,26.59,72.9,19.08,9.89,107.5,0.654,0,0.089,Healthy
437,29.1,5.31,7.6,2.6,2.3,537.8,0.002,21.24,103.1,27.0,4.23,102.2,0.892,0,0.043,Healthy
438,29.73,7.03,8.0,1.81,6.04,445.0,0.017,22.15,101.6,23.85,8.78,81.9,0.675,0,0.117,Healthy
439,31.8,5.04,7.32,1.54,3.9,529.8,0.053,21.1,174.0,19.18,2.65,73.0,0.827,0,0.113,Healthy
440,32.11,7.17,7.14,3.26,3.62,440.2,0.031,29.99,114.0,13.84,5.5,122.4,0.788,0,0.12,Healthy
441,28.63,6.82,7.62,3.53,4.64,459.1,0.017,25.34,64.2,28.6,5.67,116.8,0.652,0,0.095,Healthy
442,30.14,5.7,8.02,3.4,3.3,497.1,0.0,25.67,93.3,18.54,7.44,93.4,0.726,0,0.105,Healthy
443,29.19,7.2,7.76,0.72,4.91,419.3,0.053,27.75,90.3,25.97,5.65,115.7,0.872,0,0.11,Healthy
444,29.94,6.05,7.85,0.85,3.57,418.5,0.031,29.66,110.2,31.21,7.11,98.7,0.691,0,0.111,Healthy
445,27.41,6.76,7.18,3.28,2.8,558.1,0.06,16.07,77.3,17.33,5.35,100.2,0.638,0,0.167,Healthy
446,26.75,5.69,7.88,1.92,4.63,437.8,0.034,0.85,108.5,5.0,0.54,121.5,0.634,0,0.132,Healthy
447,29.82,6.23,6.98,1.11,4.21,326.3,0.0,22.61,121.7,18.59,7.87,64.9,0.743,0,0.086,Healthy
448,29.6,6.24,7.59,2.39,2.6,547.7,0.029,28.26,67.8,25.28,7.46,149.7,0.82,0,0.081,Healthy
449,26.08,6.17,7.19,4.09,2.86,400.1,0.001,26.47,155.5,21.61,2.37,89.3,0.861,0,0.077,Healthy
450,29.76,4.55,7.44,4.0,5.39,493.5,0.011,31.01,83.1,23.45,6.12,83.9,0.783,0,0.071,Healthy
451,27.63,6.93,7.81,3.19,4.71,415.7,0.044,13.73,113.8,30.88,7.8,109.9,0.673,0,0.142,Healthy
452,28.67,6.1,7.85,4.63,4.25,350.8,0.007,15.48,157.2,31.21,5.95,76.0,0.873,0,0.09,Healthy
453,29.61,6.13,7.41,3.95,1.32,466.3,0.041,26.92,91.0,17.28,5.7,94.6,0.678,0,0.121,Healthy
454,28.1,5.86,7.61,5.27,5.78,601.4,0.045,19.44,133.5,15.56,7.98,74.6,0.752,0,0.132,Healthy
455,28.46,5.2,7.57,2.4,3.46,400.7,0.027,36.13,99.4,24.13,4.74,137.2,0.771,0,0.081,Healthy
456,29.85,6.42,7.46,5.37,4.4,400.7,0.018,28.58,64.7,24.64,1.07,117.1,0.706,0,0.096,Healthy
457,27.42,6.06,7.32,4.4,3.06,506.8,0.014,30.18,70.0,21.94,8.11,116.4,0.809,0,0.087,Healthy
458,31.09,8.11,7.88,4.67,4.95,497.9,0.035,15.49,121.7,12.7,4.69,104.1,0.744,0,0.142,Healthy
459,26.36,6.07,7.44,3.11,4.37,356.3,0.027,21.99,90.6,5.0,6.84,105.9,0.794,0,0.084,Healthy
460,27.63,5.98,7.73,1.58,4.79,581.6,0.018,21.22,79.2,21.02,5.56,80.4,0.689,0,0.088,Healthy
461,29.99,6.1,7.25,3.5,2.33,543.0,0.045,33.25,114.9,19.4,8.17,52.2,0.725,0,0.135,Healthy
462,26.63,6.44,7.46,5.04,3.96,425.6,0.035,21.42,122.2,12.06,6.58,94.9,0.925,0,0.093,Healthy
463,29.69,7.47,7.72,2.99,3.03,411.3,0.0,20.62,96.1,22.15,7.39,73.2,0.903,0,0.054,Healthy
464,28.73,7.34,7.21,3.58,3.29,485.2,0.053,7.46,87.6,18.06,7.0,120.7,0.668,0,0.156,Healthy
465,27.97,4.84,7.78,4.45,4.23,558.1,0.045,27.11,78.1,22.13,7.68,61.6,0.578,0,0.16,Healthy
466,29.16,6.64,7.67,3.03,2.28,409.8,0.032,13.17,77.4,14.23,2.52,135.5,0.627,0,0.117,Healthy
467,28.52,5.16,7.31,1.19,1.92,512.3,0.002,31.05,134.4,21.24,8.26,129.4,0.738,0,0.056,Healthy
468,29.65,6.9,7.61,3.2,2.6,381.7,0.013,31.47,67.1,27.9,6.66,114.2,0.799,0,0.071,Healthy
469,29.86,5.39,7.18,1.06,4.02,515.6,0.015,25.58,77.2,11.42,7.54,90.9,0.653,0,0.093,Healthy
470,29.85,6.63,7.66,4.28,4.83,452.9,0.024,34.34,130.3,21.35,6.01,88.7,0.622,0,0.116,Healthy
471,29.12,5.49,7.44,3.41,4.95,417.4,0.019,25.83,101.0,33.26,4.61,140.0,0.722,0,0.084,Healthy
472,28.55,6.27,7.58,4.14,3.97,418.1,0.008,27.41,49.8,25.04,7.87,95.1,0.692,0,0.08,Healthy
473,27.91,6.2,7.75,1.99,2.68,520.0,0.034,26.04,128.1,19.29,6.82,118.9,0.787,0,0.104,Healthy
474,29.27,7.5,7.6,1.93,1.57,399.5,0.017,24.87,103.9,28.72,5.83,76.6,0.885,0,0.057,Healthy
475,28.22,4.71,7.31,3.97,5.58,434.5,0.0,13.34,126.5,13.22,4.8,80.1,0.84,0,0.065,Healthy
476,29.6,6.04,7.31,5.04,3.61,605.5,0.017,18.46,107.8,5.0,6.8,74.5,0.76,0,0.102,Healthy
477,27.62,7.6,7.49,4.59,6.37,427.2,0.0,14.66,146.3,20.62,5.25,112.4,0.592,0,0.076,Healthy
478,28.88,7.43,7.54,3.21,5.72,396.9,0.053,26.98,80.5,6.13,10.79,90.4,1.0,0,0.095,Healthy
479,26.09,6.99,7.88,4.26,3.5,321.6,0.017,13.1,86.5,21.88,7.88,136.5,0.701,0,0.12,Healthy
480,31.11,6.71,7.56,4.6,4.79,372.5,0.059,26.59,99.1,10.15,7.5,88.7,0.644,0,0.15,Healthy
481,31.27,6.78,7.47,1.29,4.32,517.4,0.002,26.12,74.2,5.0,3.01,115.1,0.749,0,0.041,Healthy
482,29.79,6.89,7.42,3.85,2.76,428.9,0.033,29.87,124.9,27.45,7.4,111.5,0.789,0,0.099,Healthy
483,28.6,6.43,7.67,1.39,5.54,541.1,0.011,21.01,131.5,26.69,6.95,82.4,0.79,0,0.062,Healthy
484,30.29,6.1,7.43,2.74,4.13,522.5,0.001,18.08,115.4,17.47,3.46,76.5,0.695,0,0.06,Healthy
485,29.13,5.92,7.63,3.84,4.16,483.5,0.056,15.79,115.2,13.86,2.51,83.5,0.676,0,0.145,Healthy
486,26.19,6.37,7.27,2.2,4.41,437.1,0.067,32.64,124.1,19.95,6.86,71.6,0.809,0,0.142,Healthy
487,27.56,6.18,7.55,2.65,5.29,353.8,0.035,48.23,102.3,31.49,6.69,133.2,0.717,0,0.096,Healthy
488,29.12,5.93,7.24,4.07,4.26,472.9,0.037,19.61,91.7,23.7,3.6,108.0,0.759,0,0.126,Healthy
489,29.19,6.6,7.6,1.35,4.01,383.9,0.026,30.55,102.6,24.97,5.88,88.7,0.925,0,0.06,Healthy
490,28.28,6.41,7.7,2.04,2.65,333.1,0.008,26.03,124.9,24.42,6.27,98.8,0.674,0,0.078,Healthy
491,28.04,5.42,7.67,2.65,3.84,472.7,0.037,22.58,92.5,20.89,8.01,135.1,0.807,0,0.102,Healthy
492,30.12,5.84,7.65,5.12,5.03,522.3,0.011,22.71,98.8,11.13,6.47,75.0,0.911,0,0.076,Healthy
493,28.07,6.79,7.6,4.05,3.92,523.8,0.0,19.63,140.8,14.79,6.75,104.4,0.9,0,0.05,Healthy
494,30.4,6.06,7.48,1.37,1.09,360.6,0.027,26.08,94.5,21.08,4.22,102.8,0.637,0,0.083,Healthy
495,30.13,7.28,7.14,4.37,4.73,495.1,0.043,16.26,102.6,13.89,5.58,107.4,0.857,0,0.136,Healthy
496,28.91,6.29,7.6,2.68,3.68,506.5,0.016,20.21,76.1,28.38,6.94,57.8,0.942,0,0.056,Healthy
497,32.45,6.91,7.56,2.78,3.58,414.7,0.045,25.04,132.7,8.07,3.84,79.6,0.717,0,0.111,Healthy
498,29.85,7.08,7.47,4.25,2.88,364.1,0.068,31.52,135.8,22.68,8.41,75.0,0.697,0,0.15,Healthy
499,31.23,6.8,7.6,2.03,4.3,448.3,0.059,15.94,144.2,27.93,4.78,86.1,0.932,0,0.106,Healthy
500,30.9,7.3,7.78,2.98,4.0,383.6,0.048,19.95,126.0,18.43,4.28,125.5,0.757,0,0.134,Healthy
501,27.86,4.65,7.37,2.05,3.57,338.9,0.042,27.74,92.2,13.59,1.01,97.9,0.827,0,0.098,Healthy
502,28.5,6.87,7.39,4.03,5.38,520.2,0.054,26.56,95.2,35.42,5.14,119.5,0.85,0,0.124,Healthy
503,26.37,6.48,7.62,4.9,3.61,319.0,0.011,14.76,121.5,5.0,5.58,106.3,0.749,0,0.088,Healthy
504,29.94,3.78,7.43,3.12,3.2,525.4,0.004,16.82,88.5,23.13,7.38,91.6,0.591,0,0.076,Healthy
505,29.42,5.72,7.42,29.41,2.92,408.8,0.051,19.17,121.5,14.91,7.47,91.0,0.667,0,0.326,Healthy
506,26.99,5.95,7.21,14.32,3.96,426.3,0.011,18.6,59.0,21.34,5.8,127.0,0.572,0,0.192,Healthy
507,28.25,5.98,7.32,14.82,4.0,433.5,0.041,29.04,50.8,24.03,5.16,135.2,0.551,0,0.226,Healthy
508,29.18,6.48,7.33,10.1,5.02,350.1,0.0,29.03,116.2,21.77,6.27,108.4,0.604,0,0.133,Healthy
509,31.56,5.69,7.5,23.78,3.08,345.3,0.028,9.34,105.4,8.23,7.17,113.8,0.514,0,0.261,Healthy
510,27.54,6.4,7.71,13.86,4.77,359.6,0.041,13.11,147.2,33.98,7.03,89.4,0.714,0,0.205,Healthy
511,28.07,6.15,7.68,0.89,4.84,422.4,0.015,24.81,129.4,25.53,4.11,90.1,0.722,0,0.072,Healthy
512,27.91,7.47,7.6,3.17,3.29,383.5,0.033,25.09,127.4,23.24,4.49,98.6,0.793,0,0.096,Healthy
513,30.83,5.99,7.66,0.96,3.01,493.4,0.023,22.85,111.1,23.17,5.31,122.9,0.71,0,0.081,Healthy
514,29.76,6.2,7.22,3.93,4.95,436.1,0.038,34.17,120.1,13.0,3.7,63.5,0.756,0,0.129,Healthy
515,26.92,6.46,7.89,3.68,5.89,343.4,0.046,29.24,154.2,19.18,7.83,101.4,0.747,0,0.15,Healthy
516,29.31,6.42,8.06,4.81,3.71,394.0,0.01,24.32,101.4,31.07,5.66,130.4,0.469,0,0.157,Healthy
517,29.91,6.82,7.24,3.4,3.26,422.0,0.033,23.63,113.7,21.67,4.64,130.0,0.851,0,0.108,Healthy
518,29.82,6.39,7.67,3.77,3.43,376.3,0.034,39.87,121.8,12.54,7.09,103.1,0.572,0,0.131,Healthy
519,29.35,6.08,7.14,1.82,2.88,465.8,0.022,22.73,74.3,16.41,8.53,119.4,0.547,0,0.123,Healthy
520,29.17,6.74,7.75,2.63,4.67,523.8,0.02,23.31,72.0,22.35,6.61,97.0,0.656,0,0.105,Healthy
521,27.12,5.79,7.58,2.39,3.36,465.1,0.036,26.71,135.8,27.86,2.76,59.4,0.642,0,0.107,Healthy
522,24.58,6.36,7.79,3.01,4.88,457.4,0.012,28.1,80.1,35.91,6.41,97.5,0.785,0,0.088,Healthy
523,29.95,7.01,7.5,3.19,4.46,394.4,0.046,21.97,73.0,8.51,5.79,124.5,0.831,0,0.098,Healthy
524,29.19,5.5,7.76,2.03,3.96,472.8,0.01,34.1,132.0,20.81,5.39,110.8,0.81,0,0.073,Healthy
525,30.95,6.59,7.09,4.38,2.33,474.4,0.006,15.28,119.3,26.4,5.72,76.7,0.582,0,0.122,Healthy
526,26.47,7.19,7.61,4.37,4.55,484.4,0.004,12.77,118.2,5.82,3.77,126.7,0.941,0,0.055,Healthy
527,30.63,7.36,7.4,4.0,2.66,447.3,0.04,17.03,99.6,27.58,4.3,100.1,0.894,0,0.101,Healthy
528,32.09,6.18,7.04,2.97,3.17,504.9,0.036,27.81,120.6,15.45,5.09,131.1,0.752,0,0.138,Healthy
529,28.64,7.69,7.67,1.02,5.04,498.4,0.051,26.87,125.9,32.92,5.7,94.5,0.769,0,0.112,Healthy
530,27.58,6.95,7.48,1.06,4.64,462.7,0.047,39.18,103.9,14.06,5.19,126.8,0.749,0,0.095,Healthy
531,30.01,6.99,7.89,4.44,3.97,340.7,0.024,21.56,118.6,23.83,6.61,99.5,0.863,0,0.115,Healthy
532,28.02,6.84,7.74,3.38,4.19,459.5,0.05,23.54,143.5,16.47,6.84,130.2,0.994,0,0.112,Healthy
533,28.02,6.28,7.35,3.31,3.03,473.8,0.051,17.85,44.6,20.69,9.28,129.0,0.93,0,0.11,Healthy
534,29.79,7.09,7.63,4.21,5.27,472.8,0.037,15.22,21.5,40.3,7.24,110.2,0.855,0,0.105,Healthy
535,29.54,6.09,7.01,3.81,3.53,524.8,0.021,43.16,62.3,29.75,3.16,117.1,0.776,0,0.126,Healthy
536,29.28,7.55,7.49,3.11,4.56,632.8,0.021,19.36,90.3,22.25,4.66,115.8,0.817,0,0.069,Healthy
537,30.3,6.86,7.82,3.31,4.63,487.3,0.033,15.74,93.2,20.91,3.69,78.9,0.732,0,0.125,Healthy
538,28.92,6.96,7.5,3.23,3.79,427.9,0.043,8.41,100.8,10.5,2.77,71.6,0.869,0,0.091,Healthy
539,27.93,6.65,7.43,4.37,3.17,375.3,0.006,25.61,129.4,11.96,2.06,111.4,0.674,0,0.08,Healthy
540,28.85,6.85,7.01,2.65,3.25,554.8,0.038,30.84,67.8,25.18,6.35,86.9,0.691,0,0.147,Healthy
541,27.29,7.52,7.05,2.76,3.57,413.1,0.007,30.83,87.7,21.25,6.56,83.6,0.858,0,0.089,Healthy
542,28.25,6.96,7.66,4.22,3.51,366.5,0.025,31.25,142.6,15.11,4.29,137.9,0.721,0,0.107,Healthy
543,28.42,4.23,7.14,8.82,8.18,330.4,0.482,20.56,79.2,31.69,4.63,81.7,0.224,1,0.782,Unhealthy
544,28.29,3.32,7.96,18.15,7.54,495.9,0.26,24.61,88.0,48.57,2.96,84.9,0.472,2,0.559,Unhealthy
545,29.19,3.16,7.58,20.57,7.08,394.5,0.359,0.13,65.0,37.39,6.08,100.9,0.448,4,0.666,Unhealthy
546,29.23,3.84,8.03,15.56,12.12,456.1,0.784,33.94,80.4,33.35,3.87,68.6,0.402,2,1.0,Unhealthy
547,29.67,5.68,7.3,8.55,10.77,442.2,0.381,23.78,104.2,34.84,9.27,96.9,0.389,1,0.622,Unhealthy
548,29.19,3.42,7.74,23.62,13.85,511.0,0.607,22.28,141.2,20.97,7.01,128.6,0.333,1,1.0,Unhealthy
549,29.38,6.41,7.24,2.78,5.52,363.3,0.016,28.25,74.1,20.16,9.19,92.7,0.638,0,0.102,Healthy
550,27.59,6.62,7.88,4.11,5.1,503.9,0.031,24.85,134.7,27.09,4.26,124.9,0.766,0,0.131,Healthy
551,30.5,7.25,7.04,3.7,5.12,346.8,0.07,25.85,138.5,14.35,4.62,110.0,0.804,0,0.181,Healthy
552,28.21,5.62,7.46,3.43,2.41,398.3,0.047,18.74,72.8,37.1,8.1,131.2,0.549,0,0.134,Healthy
553,27.67,6.38,7.47,3.99,5.29,477.0,0.015,29.87,156.1,25.56,6.97,90.7,0.598,0,0.092,Healthy
554,31.75,8.06,7.66,3.01,5.41,275.6,0.043,17.74,88.9,27.8,7.29,106.6,0.701,0,0.122,Healthy
555,27.62,6.27,7.82,3.51,2.96,364.3,0.052,25.84,123.3,20.66,0.52,96.1,0.725,0,0.15,Healthy
556,30.05,6.58,7.16,3.79,4.81,556.6,0.018,31.97,134.2,16.25,4.96,82.9,0.846,0,0.1,Healthy
557,27.66,6.61,7.43,3.59,4.68,431.1,0.0,22.98,103.4,17.72,2.58,95.8,0.904,0,0.044,Healthy
558,32.45,3.44,7.7,28.19,16.87,388.4,0.676,18.16,83.5,33.8,4.57,95.9,0.387,4,1.0,Unhealthy
559,27.77,4.05,7.68,29.68,9.24,494.7,0.737,26.2,125.2,42.71,6.53,75.5,0.338,2,1.0,Unhealthy
560,29.77,6.17,7.44,23.94,10.11,394.4,0.076,32.83,143.7,34.65,9.21,97.2,0.335,0,0.347,Healthy
561,29.94,4.37,7.44,21.7,15.03,408.3,0.311,20.56,104.0,37.17,2.96,84.5,0.298,2,0.628,Unhealthy
562,31.23,4.62,6.93,11.57,8.81,459.8,0.406,17.81,117.7,36.37,4.7,83.9,0.332,1,0.719,Unhealthy
563,31.91,6.5,7.11,3.21,3.4,422.4,0.031,23.91,89.3,18.91,6.77,76.5,0.529,0,0.149,Healthy
564,29.81,6.89,8.32,2.15,2.64,417.1,0.013,27.84,97.5,21.45,3.33,107.9,0.781,0,0.137,Healthy
565,29.76,6.28,7.89,2.89,3.97,493.6,0.035,21.04,70.0,20.22,6.4,49.7,0.551,0,0.148,Healthy
566,31.49,5.93,8.79,5.47,4.92,481.1,0.013,37.74,105.9,20.93,4.68,112.8,0.578,0,0.228,Healthy
567,27.22,6.05,6.93,1.58,3.64,522.6,0.0,15.5,105.3,23.91,2.56,84.6,0.783,0,0.091,Healthy
568,29.14,8.69,7.36,2.3,3.56,393.0,0.01,24.56,98.9,23.06,5.67,109.7,0.814,0,0.062,Healthy
569,28.19,7.24,7.61,4.09,3.09,318.7,0.0,27.43,122.5,16.74,8.44,115.0,0.806,0,0.061,Healthy
570,26.84,7.71,7.81,2.31,2.07,470.2,0.049,25.37,97.2,26.64,3.64,96.9,0.819,0,0.129,Healthy
571,29.28,6.93,7.23,2.54,3.92,441.1,0.022,21.47,66.8,26.16,6.67,51.0,0.588,0,0.114,Healthy
572,28.32,7.52,7.57,1.97,4.26,541.3,0.02,16.88,80.1,19.56,7.18,81.9,0.835,0,0.063,Healthy
573,28.22,7.03,7.92,1.95,4.24,463.9,0.013,36.36,65.8,20.55,6.66,108.4,0.628,0,0.11,Healthy
574,28.86,5.72,7.33,2.91,5.39,413.7,0.027,27.64,82.3,22.82,7.16,82.3,0.784,0,0.094,Healthy
575,29.47,7.84,7.47,3.39,3.77,466.3,0.06,33.78,102.6,16.39,7.17,75.3,0.607,0,0.143,Healthy
576,29.91,5.85,7.02,5.04,4.99,442.9,0.019,17.68,105.9,18.81,5.29,84.4,0.9,0,0.12,Healthy
577,26.76,6.54,7.35,2.97,3.0,444.1,0.051,29.02,123.0,18.85,7.44,85.4,0.781,0,0.123,Healthy
578,28.83,8.06,7.45,3.6,4.93,442.6,0.041,23.65,97.8,22.95,6.91,92.7,0.731,0,0.11,Healthy
579,29.36,9.11,6.98,5.13,3.84,445.9,0.016,20.54,72.3,22.07,6.64,124.9,0.831,0,0.128,Healthy
580,28.13,7.27,7.61,0.5,4.16,547.0,0.01,32.38,91.1,24.68,4.74,110.0,0.813,0,0.046,Healthy
581,28.64,7.46,8.0,2.32,5.55,557.0,0.04,16.36,62.9,41.27,7.57,144.6,0.831,0,0.135,Healthy
582,29.35,5.02,7.85,2.14,3.29,479.5,0.051,24.49,103.2,28.64,5.52,61.4,0.702,0,0.144,Healthy
583,29.19,8.43,7.22,4.69,3.05,444.9,0.071,23.3,123.4,22.47,7.37,101.7,0.828,0,0.169,Healthy
584,30.57,7.17,7.67,4.3,3.16,490.8,0.022,31.43,113.8,7.26,4.22,101.2,0.555,0,0.121,Healthy
585,28.59,5.9,7.64,2.54,2.81,403.9,0.026,29.4,119.3,19.75,8.36,112.1,0.632,0,0.102,Healthy
586,28.2,4.11,7.3,3.21,4.04,435.5,0.044,24.94,115.0,20.31,9.01,87.5,0.753,0,0.124,Healthy
587,28.54,5.46,7.75,3.67,2.19,696.8,0.008,30.43,68.3,8.12,6.38,108.7,0.873,0,0.075,Healthy
588,28.76,5.15,7.59,2.33,3.68,469.8,0.026,20.29,110.7,24.4,5.43,78.6,0.563,0,0.102,Healthy
589,27.38,8.6,7.41,1.65,3.87,488.1,0.043,21.95,95.5,21.35,5.27,45.2,0.745,0,0.1,Healthy
590,30.06,6.16,7.62,2.72,1.79,482.4,0.047,19.4,77.1,16.2,4.71,82.2,0.804,0,0.111,Healthy
591,31.28,5.45,7.28,3.62,4.95,410.2,0.015,39.31,88.6,26.67,9.82,93.2,0.663,0,0.101,Healthy
592,29.44,6.49,7.66,2.51,4.14,380.1,0.006,18.95,100.8,27.31,5.85,90.7,0.618,0,0.081,Healthy
593,27.98,6.1,7.01,2.7,4.17,584.2,0.063,37.51,89.2,23.79,5.8,93.6,0.791,0,0.168,Healthy
594,27.57,7.27,7.47,4.29,4.97,627.0,0.027,18.37,101.5,20.03,7.47,142.9,0.855,0,0.083,Healthy
595,29.6,5.94,7.33,3.16,3.11,488.9,0.035,29.18,106.8,19.91,7.8,86.0,0.889,0,0.095,Healthy
596,28.81,7.85,7.19,5.03,4.24,435.9,0.025,27.85,120.2,44.19,6.99,121.7,0.788,0,0.121,Healthy
597,29.6,5.76,7.46,3.93,3.65,465.7,0.004,25.51,140.8,11.16,8.74,114.2,0.749,0,0.064,Healthy
598,29.21,6.18,7.55,4.67,3.78,420.2,0.028,20.7,116.6,20.84,4.73,111.9,0.686,0,0.107,Healthy
599,28.6,6.39,7.01,3.5,2.59,455.5,0.051,26.18,100.8,27.96,0.9,112.5,0.702,0,0.169,Healthy
600,28.32,6.16,7.17,1.88,4.49,430.8,0.012,31.62,125.4,26.47,7.97,97.3,0.847,0,0.078,Healthy
601,30.14,4.87,7.59,1.37,3.09,431.7,0.019,34.13,97.9,17.55,1.94,87.7,1.0,0,0.043,Healthy
602,28.23,6.25,7.86,2.01,4.3,361.2,0.002,22.2,80.2,7.31,9.23,67.9,0.815,0,0.072,Healthy
603,28.11,6.85,7.35,3.15,3.95,440.6,0.043,37.38,109.3,13.3,5.88,81.0,0.879,0,0.104,Healthy
604,30.35,5.68,7.42,1.51,2.69,413.8,0.026,27.7,68.6,20.16,7.75,91.3,0.705,0,0.082,Healthy
605,27.54,6.95,7.51,3.42,4.55,426.2,0.01,16.67,116.7,37.11,7.37,83.3,0.702,0,0.069,Healthy
606,31.76,6.45,7.53,3.37,4.7,526.2,0.025,26.59,133.9,33.98,7.34,102.7,0.773,0,0.082,Healthy
607,29.23,7.65,7.39,5.71,5.53,459.1,0.052,28.79,139.3,18.29,6.97,127.7,0.863,0,0.132,Healthy
608,28.59,7.19,7.46,1.23,3.92,521.6,0.044,24.83,74.0,21.3,6.25,130.2,0.9,0,0.079,Healthy
609,26.32,6.15,7.6,2.08,4.07,418.9,0.056,23.48,85.5,5.0,6.6,103.5,0.604,0,0.136,Healthy
610,30.47,6.91,6.94,1.91,4.7,404.2,0.0,28.8,66.6,5.26,7.97,88.2,0.644,0,0.106,Healthy
611,27.69,5.6,7.36,3.23,3.54,474.3,0.035,42.09,110.6,18.8,2.8,93.5,0.837,0,0.098,Healthy
612,27.48,6.09,7.7,2.59,2.89,370.6,0.012,15.48,99.8,30.0,6.57,101.7,0.855,0,0.069,Healthy
613,28.38,7.07,7.15,4.91,4.83,466.6,0.003,27.07,80.3,13.19,5.6,100.6,0.752,0,0.1,Healthy
614,31.2,4.96,7.59,2.47,5.87,403.2,0.026,22.98,100.2,16.04,6.47,93.1,0.669,0,0.093,Healthy
615,27.49,8.52,7.79,2.13,4.89,636.8,0.031,21.02,88.0,13.36,8.63,116.1,0.758,0,0.108,Healthy
616,27.65,7.09,7.67,4.0,4.29,501.6,0.01,23.64,65.7,17.87,7.3,101.4,0.931,0,0.066,Healthy
617,30.13,7.1,7.47,3.87,3.6,263.4,0.033,27.2,94.8,23.64,7.2,73.1,0.849,0,0.088,Healthy
618,28.26,5.06,7.54,2.05,3.72,443.1,0.061,23.5,111.1,30.07,2.72,111.3,0.792,0,0.116,Healthy
619,28.21,6.82,7.28,5.05,4.25,533.8,0.041,30.21,95.2,18.97,4.14,94.2,0.844,0,0.127,Healthy
620,27.95,6.2,7.34,3.66,3.12,441.5,0.024,30.51,128.8,8.17,6.13,122.4,0.598,0,0.114,Healthy
621,29.53,5.08,7.56,3.85,3.12,476.6,0.071,19.62,65.3,16.72,5.59,66.3,0.781,0,0.145,Healthy
622,29.1,6.28,7.73,1.68,3.95,542.3,0.055,28.55,99.9,30.34,4.75,100.5,0.712,0,0.133,Healthy
623,27.6,5.68,6.96,2.92,2.7,558.8,0.027,32.06,69.2,28.81,6.29,109.1,0.846,0,0.124,Healthy
624,30.27,6.82,7.41,2.05,2.76,516.4,0.043,24.17,121.0,16.42,5.33,74.0,0.84,0,0.095,Healthy
625,29.02,7.74,7.41,4.6,3.25,509.4,0.0,24.01,103.1,23.65,6.43,129.1,0.697,0,0.074,Healthy
626,30.27,7.1,7.58,2.02,4.09,495.0,0.021,28.38,131.9,14.24,7.27,118.2,0.675,0,0.082,Healthy
627,31.78,7.59,7.75,2.91,3.79,380.2,0.037,29.76,98.3,14.4,6.46,125.4,0.805,0,0.112,Healthy
628,29.03,5.57,7.78,3.69,5.93,480.0,0.028,24.1,69.1,28.43,4.92,99.4,0.69,0,0.121,Healthy
629,26.95,5.59,7.1,4.43,3.7,493.6,0.025,18.94,80.9,14.44,9.09,120.5,0.618,0,0.143,Healthy
630,30.33,5.32,7.89,5.16,5.66,316.7,0.0,33.47,91.9,24.34,7.24,76.6,0.797,0,0.098,Healthy
631,29.02,6.99,7.6,0.35,4.08,508.6,0.028,22.04,97.2,5.0,7.72,91.9,0.794,0,0.069,Healthy
632,28.89,6.85,7.59,0.1,3.52,514.2,0.004,29.13,109.5,24.62,4.41,84.6,0.663,0,0.048,Healthy
633,28.93,5.44,7.35,2.68,3.57,416.7,0.0,35.78,135.8,18.94,4.54,117.4,0.761,0,0.059,Healthy
634,30.85,7.24,7.08,1.51,4.43,485.2,0.027,21.13,88.7,25.1,6.43,85.9,0.75,0,0.112,Healthy
635,28.35,6.41,7.69,2.28,4.2,484.2,0.031,16.37,91.5,19.02,6.41,95.7,0.534,0,0.122,Healthy
636,31.09,7.25,7.33,2.37,3.64,463.7,0.047,15.19,149.5,15.59,3.57,120.2,0.748,0,0.119,Healthy
637,30.23,6.22,7.24,2.59,3.65,480.8,0.052,13.47,88.1,17.45,7.0,78.8,0.73,0,0.138,Healthy
638,28.63,6.92,7.66,3.26,4.19,397.5,0.024,31.4,134.9,35.21,6.93,95.3,0.667,0,0.104,Healthy
